term,df
bahia,1
cocoa,3
review,2
shower,1
continu,8
throughout,1
week,10
zone,1
allevi,1
drought,2
sinc,6
earli,6
januari,3
improv,3
prospect,1
come,5
temporao,1
although,2
normal,1
humid,1
level,5
restor,1
comissaria,1
smith,1
said,58
weekli,3
review.,1
the,41
dri,1
period,6
mean,4
late,3
year.,11
arriv,1
end,20
februari,5
22,3
155221,1
bag,2
60,3
kilo,1
make,7
cumul,1
total,12
season,4
5.93,1
mln,45
5.81,1
stage,2
last,11
again,2
seem,1
deliv,1
earlier,9
consign,1
includ,19
figures.,1
still,4
doubt,1
much,3
old,2
crop,3
avail,5
harvest,1
practic,2
end.,1
with,3
estim,2
around,5
6.4,1
sale,19
stand,1
almost,3
6.2,1
hundr,1
thousand,1
hand,2
farmer,2
middleman,1
export,3
processors.,1
there,3
would,15
fit,2
shipper,1
experienc,1
dificulti,1
obtain,1
+bahia,1
superior+,1
certificates.,1
in,17
view,1
lower,4
qualiti,1
recent,4
sold,7
good,3
part,4
held,8
consignment.,1
spot,2
bean,1
price,10
rose,7
340,1
350,1
cruzado,1
per,12
arroba,1
15,5
kilos.,1
reluct,1
offer,9
nearbi,3
shipment,3
limit,4
book,2
march,14
1750,1
1780,1
dlr,36
tonn,5
port,1
named.,1
new,13
also,19
light,1
open,2
june/juli,1
go,5
1850,1
1880,1
35,3
45,5
york,6
juli,1
aug/sept,1
1870,1
1875,1
fob.,1
routin,2
butter,1
made.,1
march/april,1
4340,1
4345,1
4350,1
dlrs.,14
april/may,1
went,1
2.27,1
time,5
may,11
4400,1
4415,1
4351,1
4450,1
2.28,2
sept,1
oct/dec,1
4480,1
dec,2
said.,30
destin,1
u.s.,11
covert,1
currenc,5
area,3
uruguay,1
ports.,1
cake,1
regist,1
785,1
995,1
753,1
aug,1
0.39,1
oct/dec.,1
buyer,2
argentina,1
convert,3
areas.,1
liquor,1
sell,8
2325,1
2380,1
2375,1
1.25,1
2400,1
current,12
6.13,1
1986/87,2
1.06,1
1987/88,4
crop.,1
final,5
figur,4
28,10
expect,14
publish,1
brazilian,1
trade,11
commiss,4
carniv,1
midday,1
27.,1
comput,4
termin,3
system,6
&lt;cpml>,1
complet,8
inc,36
200000,2
share,23
common,9
stock,15
warrant,2
acquir,10
addit,5
one,9
&lt;sedio,1
n.v.>,1
lugano,1
switzerland,1
50000,1
compani,31
exercis,1
five,7
year,35
purchas,10
.125,1
share.,5
sedio,1
right,3
buy,8
increas,7
hold,9
40,5
pct,17
terminal',1
outstand,4
certain,4
circumst,2
involv,4
chang,5
control,4
company.,3
condit,2
occur,2
equal,3
75,3
stock',1
market,11
exceed,2
1.50,1
technolgi,1
dot,1
matrix,1
impact,1
technolog,1
futur,3
&lt;woodco,1
inc>,8
houston,1
tex.,1
but,5
exclus,1
worldwid,1
license,1
woodco.,1
move,4
reorgan,2
plan,14
help,5
pay,9
oper,16
cost,2
ensur,1
product,12
delivery.,2
gener,2
label,1
form,3
tag,1
ticket,1
printer,1
terminals.,1
n.z.,1
bank,16
deposit,2
growth,3
rise,6
slightli,4
zealand',1
adjust,5
2.6,1
compar,8
9.4,1
decemb,7
reserv,8
year-on-year,1
30.6,2
26.3,1
34.5,1
ago,3
statist,4
release.,1
17.18,1
billion,14
16.74,1
13.16,1
1986.,5
nation,10
amus,1
up,5
viacom,1
&lt;via>,1
bid,4
intern,9
&lt;nation,1
rais,6
valu,5
viacom',1
publicli,3
stock.,6
special,5
committe,5
board,13
meet,8
later,1
today,10
consid,3
submit,1
&lt;mcv,1
inc>.,1
a,3
spokeswoman,1
unabl,1
say,12
met,1
yesterday.,1
amusements',1
arsen,1
subsidiari,8
amount,7
cash,9
ct,34
42.75,1
fraction,1
exchang,5
prefer,3
25,4
7.75,1
alreadi,5
own,6
19.6,1
roger,1
&lt;rog>,1
see,12
1st,3
qtr,20
net,27
significantli,1
corp,23
first,12
quarter,15
earn,6
114000,1
four,4
revenu,4
"""somewhat",1
"higher""",3
32.9,1
post,3
year-ago,2
quarter.,5
reach,4
agreement,7
mold,1
switch,2
circuit,1
line,4
major,9
supplier.,1
term,12
disclos,2
second,5
island,1
telephon,1
split,4
approv,9
&lt;island,1
co,10
ltd>,4
previous,5
announc,7
two-for-on,2
sharehold,12
annual,4
meeting.,1
u.k.,4
grow,1
impati,1
japan,3
-,4
thatcher,1
prime,1
minist,4
margaret,1
wa,1
japanes,3
barrier,1
warn,3
soon,2
power,2
countri,2
reciproc,1
access,2
markets.,2
she,1
told,7
parliament,1
u.k.',1
cabl,2
wireless,1
plc,3
&lt;cawl.l>,1
enter,3
telecommun,1
regard,2
govern,3
test,2
case.,1
"""i",7
wrote,1
mr,1
nakason,1
fourth,4
express,2
interest,5
bid.,3
i,4
yet,2
reply.,1
we,1
realli,1
"is""",1
"""shortli",1
...,1
shall,1
exampl,1
financi,10
servic,6
act,4
becom,5
abl,2
take,3
action,5
case,1
full,5
"do.""",1
seek,2
stake,1
propos,3
rival,1
kokusai,1
denshin,1
denwa.,1
report,11
oppos,1
manageri,1
role,2
questech,1
&lt;qtec>,1
shr,22
loss,23
nil,4
v,26
profit,15
19,3
3175,1
284945,1
rev,20
13.6,1
10.6,1
13,7
56,3
195202,1
857006,1
47.5,1
42.9,1
note:,19
charg,6
discontinu,6
1060848,1
canada,1
oil,7
20,5
1986,20
canadian,1
previou,4
33.96,1
cubic,1
meter,1
import,4
soar,1
25.2,1
20.58,1
meanwhil,1
unchang,2
91.09,1
feet.,1
natur,2
ga,3
plung,1
19.4,1
21.09,1
slip,1
4.1,1
48.09,1
meters.,1
feder,10
agenc,2
fell,2
4.0,2
7.73,1
5.2,1
2.84,1
12.3,2
2.1,2
16.3,1
month,6
2.51,1
eas,1
10.2,2
5.25,1
coffe,2
sugar,4
and,4
name,4
chairman,4
(csce),1
elect,2
former,2
vice,1
gerald,1
clanci,1
two-year,1
manag,6
replac,2
howard,1
katz.,1
katz,1
1985,11
remain,3
member.,1
serf,1
appeal,1
execut,5
pension,1
polit,1
committees.,1
csce,1
charl,1
nastro,1
presid,2
shearson,2
lehman,2
bro,1
chairman.,2
anthoni,1
maccia,1
woodhous,1
drake,1
carey,1
clifford,1
evan,1
demico,1
treasurer.,1
most,1
ec,3
state,4
to,11
be,1
against,1
oils/fat,1
tax,5
european,5
commun,3
(ec),1
member,2
either,1
strong,5
domestically-produc,1
fat,1
senior,2
diplomat,1
they,4
agricultur,3
expert,1
voic,1
object,1
measur,2
prepar,2
ground,2
farm,2
price-fix,1
begin,2
next,2
monday.,1
ad,2
franc,2
itali,2
indic,3
support,4
lead,3
initi,6
330,1
ecu,1
round.,1
gould&lt;gld>,1
of,2
french,5
batteri,2
unit,19
gould,2
busi,5
compagni,1
francais,2
d'electro,2
chimi,2
group,7
investor,6
unit',5
employe,3
&lt;gnb,2
minnesota.,2
deal.,1
divest,1
asset,6
unrel,1
electron,3
businesses.,2
shoe,1
town,1
&lt;shu>,1
jan,1
three,4
1987,3
51,1
5524000,1
8094000,1
142.4,1
137.2,1
785000,1
eight,4
59000,1
respect,3
operations.,1
1985.,5
wisconsin,1
&lt;fwb>,1
minnesota,1
shelard,1
bancshar,2
acquisit,7
minnesota-bas,1
bank.,1
two,8
168,1
yearend,2
7.1,1
12,4
it,6
offic,1
minneapolis-st.,1
paul,1
area.,1
american,7
nurseri,2
&lt;ansy>,2
3rd,4
feb,5
191000,2
108000,2
6561000,2
5896000,2
nine,8
mth,5
871000,2
990000,2
9310000,2
8894000,2
avg,5
3086386,1
2465996,1
fsi,1
&lt;nfsi>,1
4th,11
six,10
166000,1
580000,1
3772000,1
5545000,1
52,1
391000,1
1425000,1
15.4,2
16.6,1
pro,1
forma,1
account,2
result,11
reeacquisit,1
origin,2
august,1
public,5
offering.,1
discu,3
&lt;disc>,1
seven,4
125000,1
140000,1
2.4,2
2.2,1
14,3
271000,1
211000,2
10.1,1
8.2,1
entertain,2
31,11
cts/shr,1
on,2
dispos,3
'n,1
pak,1
store,3
&lt;pnp>,1
11,6
1129000,1
1301000,1
83.2,1
74.5,1
57,2
82,1
5686000,1
8168000,1
398.4,1
333.8,1
(corrected),1
mobil,1
&lt;mob>,1
upgrad,1
refineri,1
spend,2
30,8
gasoline-produc,1
beaumont,1
texa,3
refinery.,1
catalyt,1
reform,3
low-octan,1
compon,1
gasolin,1
high-octan,1
use,2
super,1
unlead,1
gasoline.,1
modern,1
allow,3
regener,1
catalyst,1
basi,3
without,1
shutdown.,1
must,2
shut,1
twice,1
produc,3
46000,1
barrel,4
day.,1
construct,2
start,2
set,11
mid-1989.,1
(correct,1
output,4
barrels/day,1
barrels/year),1
3.6,1
2.5,1
3.1,1
inc.,2
volvo,1
off,1
from,2
ab,1
&lt;volv.st>,1
weaken,1
dollar,6
caus,1
drop,3
chief,3
pehr,1
gyllenhammar,1
volvo',1
best,2
ever.,1
releas,2
group',1
alloc,1
7.53,1
crown,1
1985',1
7.60,1
billion.,2
despit,1
fall,11
"""sale",1
industri,6
never,1
higher,5
car,1
truck,1
year-end.,1
incom,2
"earlier.""",1
he,9
company',6
strength,1
gave,1
except,2
opportun,1
invest,5
future.,1
84.09,1
86.19,1
&lt;meridian,1
energy>,1
caston,1
letter,3
intent,4
energi,4
develop,4
privately-held,1
jointli,2
decid,3
meridian,1
castone.,1
sharp,3
world,5
iron,1
seaborn,1
ore,1
sharpli,2
2000,2
declin,6
partial,1
offset,2
demand,1
south,1
east,1
asia,1
ocean,1
ship,1
consult,2
predict,2
267.7,1
versu,1
312.4,1
bulk,1
sector,2
10,8
200,3
mile,1
associ,4
coke,1
17,2
130,1
miles.,1
91.7,1
123.6,1
89,2
124.6,1
tonnes.,2
seen,4
58.6,1
32.6,1
steel,1
109,1
135.7,1
92,1
105.3,1
mln.,2
korea,1
taiwan,1
doubl,1
chines,1
80,1
added.,5
goldfield,1
&lt;gv>,1
527065,1
1204080,1
622470,1
613205,1
1099778,1
3282478,1
7579547,1
6068254,1
exclud,5
extraordinari,6
gain,10
british,5
financ,4
edouard,2
balladur,1
discuss,4
need,3
talk,4
chancellor,1
exchequ,1
nigel,1
lawson,1
treasuri,3
spokesman,3
economi,1
domest,2
community-wide.,1
comment,2
whether,5
subject,4
concert,2
shore,1
arisen.,1
dip,1
rel,2
stabil,4
industrialis,2
pari,4
stabilis,2
currencies.,1
fed',3
heller,3
urg,1
broad,1
aid,2
governor,3
robert,4
could,6
strengthen,1
permit,2
format,1
like,3
insur,3
real,4
estat,1
securities.,2
speech,3
deliveri,2
analysts',1
believ,4
diversif,1
along,1
geograph,1
key,1
"system.""",1
idea,1
advoc,1
regul,1
variou,1
thrift,1
secur,5
handl,2
function,1
lines.,2
"""limit",1
place,2
extens,1
credit,4
institut,3
transact,2
arms-length,1
"basis""",1
necessari,1
avoid,2
abus,1
banks',2
posit,4
subsidiaries.,1
"""would",1
requir,1
serv,1
'sourc,1
strength',1
commit,3
maintain,4
bank',2
capital.,1
"""in",1
word,2
fail,1
long,1
"worth.""",1
commerci,3
enterpris,1
provis,1
capit,4
flow,2
necessary.,1
effect,2
least,2
corpor,1
"them""",1
custom,2
assur,2
incent,1
"""loot",1
"bank""",1
removed.,1
such,1
give,2
across,1
states.,2
"""the",6
steadi,1
america',1
leagu,1
tabl,1
"arrested""",1
competitive.,1
depart,3
qtli,7
div,6
by,1
10.5,3
2-for-1,1
&lt;gld>,1
cie,1
disclosed.,5
65,2
advanc,3
genet,1
scienc,3
&lt;agsi>,1
73,1
3895267,1
8250222,1
3237235,1
234745,1
data,7
&lt;fds>,1
dividend,10
quarterli,3
74,2
67,1
pct.,4
100,2
dividend.,2
at,2
ask,2
number,2
author,1
400,1
payabl,6
pre-split,1
april,13
24,2
record,14
10.,1
distribut,3
danzar,1
&lt;dnzr>,1
receiv,8
&lt;commonwealth,1
settlement,1
debt,2
stockhold,1
18750000,1
commonwealth,2
holds.,1
39.9,1
paid,4
fidel,1
&lt;fnf>,1
california,2
concern,3
titl,1
safeco,1
northern,1
counti,1
alameda,1
contra,1
costa,1
san,1
mateo.,1
home,3
save,3
&lt;hmsb>,2
cotton,1
gin,1
9438425,1
run,2
bale,1
12987834,1
12544866,1
end-1984,1
censu,1
bureau,1
upland,1
9237296,1
12837088,1
12418749,1
1984.,1
pima,1
201129,1
150746,1
126117,1
1984,1
brand,2
bp,4
director,4
doe,2
not,2
hike,4
70,4
standard,4
&lt;spc>,1
user,1
merger,5
pacif,2
&lt;user,1
union,3
process,2
mutual,2
agre,7
withdraw,2
negotiations.,1
sign,3
merg,1
novemb,2
show,3
ownership,3
common.,1
strongest,1
24-year,1
history.,1
&lt;epub>,1
after-tax,2
third,2
closed.,1
primarili,1
direct,1
mail,1
marketing.,1
goal,1
"future""",1
lost,1
900000,1
31.,1
chris-craft,1
&lt;ccn>,1
regular,1
payout,3
industi,1
declar,2
class,1
b,1
prior,7
six.,2
&lt;precambrian,2
shield,2
resourc,2
1.93,1
16,2
53412000,1
4479000,1
24.8,1
32.7,1
51187000,1
writedown,1
uneconom,1
coal,1
miner,1
properti,3
dennison,1
manufactur,3
&lt;dsn>,1
paper,3
dunn,1
jame,1
river,1
&lt;jr>,1
undisclos,3
earnings.,2
saiud,1
partli,1
reduc,4
conting,1
payment,2
previously-announc,1
hygeia,1
shares.,3
richmond,1
va.,1
close,5
satisfactori,1
labor,1
agreements.,1
pillsburi,1
&lt;psy>,1
file,1
for,2
burger,1
king,1
mlp,1
registr,1
statement,2
partnership,1
master,1
restaur,1
properties.,1
yield,1
73-82,1
20-23,1
aim,1
get,2
fiscal,3
may.,1
legal,1
contigencies.,1
anoth,2
qsv,1
partnership',1
partner.,1
list,2
exchange.,1
merril,1
lynch,1
underwrit,1
l.p.,1
republ,1
int'l,1
&lt;oldr>,1
19-1/2,1
june,4
5,3
dollar',2
is,2
appropri,4
carson,1
piri,1
scott,1
&lt;crn>,1
17-1/2,1
&lt;bp>,2
&lt;srd>,2
petroleum,4
intend,2
david,2
simon,1
"""we",3
progress,1
"game""",1
news,2
conference.,1
55,1
standard',1
care,1
quot,1
analyst,2
identifi,1
bp',2
evalu,1
offer.,2
think,3
(an,1
increase),1
wrong.,1
fair,2
specul,2
"ligigation""",1
"""let'",1
wait,1
"runs.""",1
offici,1
might,3
7.2,1
independ,2
liquid,2
reserves.,2
royal,1
dutch/shel,1
&lt;rd>,1
&lt;sc>,1
shell,1
5.1,1
flow.,2
premium,2
past,1
treasur,1
rodney,1
chase,1
half,5
two-third',1
7.4,2
exist,2
sources.,2
rest,2
debt.,1
draw,1
arrang,1
explained.,1
equiti,1
ratio,1
percentag,1
point,4
33,1
back,2
within,2
50,3
oil',2
institutions.,1
inform,1
time.,1
regulatori,2
problem,4
delay,1
acquisition.,1
washington,1
we'v,1
integr,1
"reserves""",1
out.,1
chanc,1
18,6
stabl,2
due,5
mostli,1
polici,1
saudi,1
arabia,1
opec,2
production.,1
signal,2
favor,1
"sometime""",1
hope,1
greater,1
money,2
fund,2
1.19,1
latest,1
ici,1
given,2
further,1
437,1
stg,1
england,2
provid,4
assist,2
afternoon,1
session.,1
thi,2
bring,1
far,2
461,1
revis,3
shortag,1
forecast,1
450,1
stg.,1
central,3
made,3
bill,1
outright,1
compris,1
120,1
band,1
10-7/8,1
315,1
10-13/16,1
bought,3
bp&lt;bp>,1
plc',1
le,1
patch,1
affirm,1
clear,3
confid,2
sanford,1
margosh,1
brother,1
tender,2
own.,1
"""it'",2
(shows),1
war,1
"crack""",1
prescott,1
ball,1
turben,1
bruce,1
lazier.,1
"""behind",1
huge,1
implic,1
issu,2
particularli,1
"targets""",1
lazier,1
mention,2
usx,2
energy-steel,1
court,2
carl,2
icahn,1
drew,1
attent,1
australian,2
holm,2
rumor,1
swirl,1
forese,1
firm,2
takeov,2
situat,2
sever,2
possibl,2
amerada,1
hess,1
&lt;ahc>.,1
found,2
partner,2
round,1
matchmak,1
other,1
restructur,3
unattractive.,1
ralli,1
respons,2
exxon,1
&lt;xon>,1
1-1/8,1
88-1/2.,1
chevron,1
&lt;chv>,1
jump,1
58-7/8,1
texaco,1
&lt;tx>,1
climb,1
1/4,1
37-3/4.,1
unoc,1
&lt;ucl>,1
1-3/4,1
occident,1
&lt;oxy>,1
34-3/4.,1
amoco,1
&lt;an>,1
1-3/8,1
83-3/4.,1
6-1/4,1
heavi,1
71-1/8.,1
session,3
high,1
72-1/4.,1
wall,1
street,1
boost,1
2-1/4,1
59-5/8.,1
fact,1
giant,2
outlook,1
industry.,1
bearish,1
prices.,1
"""they",1
stay,1
(a,1
barrel),1
beat,1
hasti,1
retreat,1
"view""",1
look,2
optimistically.,1
(long-term)...also,1
heart,1
"exceeded""",1
benchmark,1
crude,1
west,3
intermedi,1
18.60,1
barrel.,1
brightest,1
alaskan,1
prudho,1
bay,1
field.,1
north,2
slope.,1
extrem,1
attract,1
largest,1
hard-to-replac,1
long-rang,1
"market""",1
dean,1
witter,1
eugen,1
nowak,1
visibl,1
ahead,2
government',1
31.7,1
sometim,1
one.,1
after,2
way,1
no,4
"stock""",1
l.f.,1
rothschild,1
rosario,1
ilacqua.,1
345,1
10.02,1
308,1
13.82,1
widespread,2
intervent,3
week.,1
again...,1
"level""",1
analysts.,1
month',1
six-nat,1
accord,4
target,2
rang,1
"""academ",1
"way.""",1
determin,2
parti,1
step,1
carri,1
longer-term,1
econom,3
paris.,1
"""clearli",1
they'v,1
implement,1
yet...,1
"two""",1
secretari,1
senat,1
subcommitte,1
germani,1
responsibilities.,1
falcon,1
&lt;fal>,1
3.49,1
10.8,1
459000,1
4384000,1
2542000,1
4.41,1
13.7,1
218000,1
13.9,1
8864000,1
4904000,1
232000,1
2056000,1
460000,1
ago.,1
louisiana-pacif,1
&lt;lpx>,1
sawmil,1
lakeview,1
oregon,1
18000,1
acr,1
timberland,1
ostrand,1
co.,1
transaciton,1
shoould,1
april.,1
suburban,1
bancorp,1
&lt;subba>,1
&lt;valley,1
aurora>,1
price.,1
valley,1
national',1
univers,1
&lt;uhco>,1
195000,1
2623000,1
2577000,1
21,1
425000,1
278000,1
8637000,1
63000,1
304000,1
292000,1
716000,1
contract,2
oblig,2
greas,1
monkey,1
&lt;gmhc>,1
nov,1
130998,1
30732,1
1568941,1
10053234,1
freedom,1
&lt;frfe>,1
recogn,1
first-quart,1
defer,2
1.5,1
apart,2
complex,2
1983.,2
recognit,1
repay,1
loan,4
grant,1
sold.,1
g-6,1
leigh-pemberton,1
robin,1
pact,3
nomin,1
rate,1
targets.,1
oral,1
evid,1
select,1
swap,1
"understanding""",1
cooper,1
toward,2
levels.,1
brought,1
britain,1
joint,1
float,1
let,1
purs,1
monetari,2
policy.,1
conced,1
louvr,1
"something""",1
plaza,1
(group,1
of),1
"together""",1
"rates""",1
week',2
accord.,1
(cooperation),1
actual,1
larger,1
mani,2
u,1
thought,1
pre-plaza,1
"days""",1
septemb,1
broadli,1
sought,1
note,2
leav,1
"guessing.""",1
principl,3
favour,3
em,1
membership,1
sterl,1
endang,1
anti-infl,1
want,3
cut,3
(thi,1
base,3
lend,1
rates),1
"now.""",1
"""cautiou",1
step-by-step,1
"approach""",1
short,1
potenti,2
"inflation.""",1
underli,1
inflat,2
"""one",1
"highest""",1
among,2
unveil,1
budget,2
pressur,1
prove,1
irresistible.,1
sterling',1
relationship,1
pound,1
undervalu,1
overall.,1
suggest,2
england',1
index,1
index',1
level.,2
1975,1
72.1,1
close.,1
commerc,1
hous,2
&lt;cclr>,1
32,1
29,3
quantech,2
&lt;qant>,2
561029,2
114712,2
3464269,1
4083833,1
1104472,1
261791,1
11.6,1
99209,1
202097,1
mths.,1
investig,1
succeed.,1
experi,1
neg,3
before.,2
waiver,1
marin,1
midland,1
&lt;mm>,1
26,3
coven,1
agreement.,1
work,2
person,1
guarante,2
henri,1
ginsburg.,1
substanti,1
assets.,3
bernard,1
weinblatt,1
rsign,1
ginsberg,1
leonard,1
n.,1
hecht,1
formerli,2
officer.,1
pda,1
engin,2
&lt;pdas>,1
halt,1
softwar,1
temporarili,1
shipmetn,1
patran,1
ibm,1
technic,2
program.,1
deferr,1
thrid,1
anticip,1
resum,1
p,1
f,1
&lt;pfina>,1
453924,1
726816,1
12.0,1
11.2,1
2695206,1
2562160,1
1365655,1
1268847,1
40.1,1
33.1,1
571000,1
496000,1
1347000,1
1107000,1
one-for-f,1
revers,1
octob,3
lane,1
&lt;fair>,1
maricorp,1
&lt;northern,1
corp>.,1
under,3
1.3043,1
&lt;btr,1
realti,1
alli,1
research,1
&lt;arai>,1
63,1
64,1
2463214,1
2509832,1
34.4,1
backlog,1
47.4,1
34.9,1
26-feb-1987,1
accept,2
&lt;acpt>,1
1.80,1
20480000,1
1318000,1
25.4,1
1135000,1
576000,1
realiz,2
40000,1
13000,1
729000,1
credit.,1
cardena,1
decis,3
ico,1
jorg,1
colombia',1
growers',1
emerg,1
upcom,1
organ,1
(ico).,1
london,1
call,2
council,2
quotas.,1
updat,1
happen,1
unlik,3
"taken""",1
journalists.,1
re-introduc,1
quota,1
suspend,1
failure.,1
colombian,1
cesar,1
gaviria,1
brazil,1
prompt,1
brazil',1
jorio,1
dauster,1
yesterday,2
policies.,1
clearer,1
knew,1
project,1
stockpil,1
producers.,2
shortfal,1
(60-kg),1
february.,1
cb,1
t,1
&lt;cbtb>,1
carrolton,1
ga.,1
shareholders.,1
&lt;amb>,1
118.7,1
1.05,1
belief,1
surpass,1
tobacco',1
lucki,1
strike,1
filter,1
led,1
franchise.,1
introduc,1
low-pric,1
cigarett,1
malibu.,1
u.k.-bas,1
gallah,1
ltd,1
perform,1
becam,1
second-largest,1
contributor,1
&lt;x>,1
roderick,1
immedi,1
"discussions""",1
reuter,2
equip,1
supplier,1
here.,2
conduct,1
co',1
formal,2
oversea,1
dozen,1
companies.,2
question,1
marathon,1
corp.,1
49,2
yate,1
field,1
texas.,1
difficult,1
"times""",1
know,1
accumul,1
day,2
trader,2
ichan,1
hostil,1
sizabl,1
"""mr.",1
appar,1
11.4,1
"any""",1
"""he'",1
satisfi,2
now.,1
"monthly.""",1
solv,1
deficit,2
170,1
1990,2
"surplus""",1
worst,1
forward,2
upward,1
movement,1
"ahead.""",1
howev,2
resist,1
turn,1
deficit.,1
"""some",1
discomfort,1
transfer,1
friend,1
"allies.""",1
ny,1
soviet,1
larg,1
90000,2
raw,1
night,1
discount,2
cargo,1
thai,1
european-bas,1
april/may/juli,1
provok,1
cover,1
needs.,1
7.18,1
cent,1
pound.,1
martin,1
lawrenc,1
edit,1
&lt;mlle>,1
861000,1
266000,1
6036000,1
given.,2
&lt;ces>,1
68,1
minstar,1
&lt;mnst>,1
5429000,1
5216000,1
257.5,1
243.6,1
17.5,1
13.5,1
1324000,1
4067000,1
989.5,1
747.9,1
17.6,1
15.7,1
66,1
1.07,1
1.23,1
54,1
47,1
cts.,1
transworld,1
trust,1
&lt;twt>,1
date,1
proce,1
hilton,1
ual,1
&lt;ual>,1
holder,1
8.,1
deal,2
ceas,1
632.5,1
2564000,1
worth,2
debentur,1
substitut,1
connect,1
repres,1
balanc,2
liabil,3
trust.,1
satisfact,1
electro-sensor,1
&lt;else>,1
vote,1
extra,1
30.,1
&lt;uh>,1
1983,1
8600000,1
follow,1
3200000,1
3500000,1
1800000,1
put,1
specif,1
definit,1
profit.,2
amend,2
certif,1
incorpor,1
relat,2
directors.,1
rockefel,1
center,1
&lt;rcp>,1
44,1
27,1
7.,1
sandustri,1
plastic,1
&lt;spi>,1
450000,1
7291000,1
1177000,1
37,1
77,1
801000,1
1329000,1
28.6,1
china,1
wheat,1
86/87,1
60000,1
began,1
1,1
910000,1
corn,2
1015800,1
buffer,1
compromis,1
organization',1
icco,1
deni,1
bra,1
kanon,1
consum,1
deleg,1
present,1
friday,1
item,1
bilater,1
main,1
stick,1
draft,1
rule,1
packag,2
non-memb,1
differenti,1
differ,2
materi,1
minor,1
modif,1
reconven,1
singl,1
candid,1
kouam,1
ivori,1
coast,1
kobena,1
erbynn,1
ghana,1
re-nomin,1
1100,1
gmt,1
will,1
fight,1
francoi,1
guillaum,1
flatli,1
reject,1
cereal,1
oilse,1
disrupt,1
commission',1
shorten,1
monthli,1
burden,1
seriou,1
simpli,1
repli,1
bad,1
"reforms""",1
confer,1
country',2
fnsea,1
(feder,1
national,1
de,1
syndicat,1
dexploit,1
agricoles).,1
monday,1
tri,1
curb,1
spiral,1
fix,1
1987/88.,1
strain,1
months.,1
sporad,1
frequent,1
demonstr,1
protest,1
meat,1
pork,1
cutback,1
milk,1
output.,1
guillaume',1
reorganis,1
--,1
warm,1
applaus,1
fnsea',1
farmers.,1
hi,1
pledg,2
push,1
dismantl,1
cross,1
border,1
design,3
smooth,1
known,1
compensatori,1
mca',1
leader,1
raymond,1
lacomb,1
seri,1
abroad,1
overhaul,1
sector.,1
minister',1
organis,1
"weeks""",1
ministeri,1
head,2
appoint,1
spring.,1
refus,1
felt,1
job,1
minister.,1
award,1
done,1
farmers',1
indebted,1
(396,1
dlrs),1
encourag,1
older,1
retire.,1
&lt;ffmc>,1
confidata,1
&lt;north,1
ridg,1
bank>,1
500000,1
ridge.,1
expand,1
base.,1
combust,1
&lt;csp>,1
buyout,1
c-e,1
environment,1
&lt;e.c.,1
jordan,1
co>,1
privat,1
portland,1
me.,1
mot,1
&lt;mark,1
54.9,1
27.2,1
pepco,1
&lt;pom>,1
25.1,1
28.9,1
202.8,1
220.9,1
4.05,1
3.66,1
223.9,1
186.4,1
1.35,1
1.34,1
potomac,1
electr,1
21.7,1
46,1
virginia,1
territori,1
power.,1
italian,2
gdp,1
2.7,1
unemploy,1
extract,1
italy',2
ministri,1
gross,1
(gdp),1
unemployment.,1
calcul,1
1980,1
434682,1
lira,1
423064,1
894362,1
805754,1
insuffici,1
prevent,1
11.1,1
10.3,1
depreci,1
oil-import,1
italy.,1
these,1
factor,1
averag,1
6.3,1
9.3,1
balance.,1
recalcul,1
istat,1
3722,1
3717,1
23085,1
26-mar-1987,1
ferruzzi,1
absorb,1
cpc,1
sourc,1
&lt;gruppo,1
ferruzzi>,1
&lt;european,1
(france)>,1
&lt;cpc,1
division>,1
wet,1
mill,1
&lt;cpc>.,1
eridania,1
zuccherifici,1
nazionali,1
spa,1
&lt;erdi.mi>,1
bours,1
there.,1
tuesday,1
millng,1
ferruzzi.,1
630,1
&lt;dic>,1
19-24,1
mainli,1
margin,1
costs.,1
957000,1
computer,1
telemarket,1
management.,1
consolid,1
system/3x,1
peripher,1
products.,1
advers,1
affect,1
"""signific",1
"savings""",1
expens,2
remaind,1
lomak,1
&lt;lomk>,1
stratum,1
&lt;strata>,1
columbu,1
ohio,1
wholli,1
lomak.,1
merger',1
5.7,1
.06,1
37.5,1
companies',1
creditor,2
thing,1
transform,1
logic,1
&lt;toog>,1
downward,1
reflect,1
compens,1
options.,1
resolut,1
disagr,1
auditor,1
came,1
involvement.,1
option-gr,1
procedur,1
conform,1
sec,1
elimin,1
305082,1
580955,1
left,1
249814,1
instead,1
26195,1
micro,1
&lt;camd>,1
grumman,1
&lt;gq>,1
devic,1
corp',1
tachon,1
gallium,1
arsenid,1
seminconductor,1
chips.,1
chip,1
them.,1
gate,1
array,1
500,1
2500,1
radiat,1
harden,1
capabl,1
n.y.,2
222,2
fed,3
64.05,1
390,1
64.74,1
339.04,1
schedul,1
friday.,1
borrow,1
citi,1
wednesday,1
two-week,1
wednesday.,1
period.,1
americantur,1
&lt;aaix>,1
adventur,1
&lt;goaqc>,1
assumpt,1
issuanc,1
members.,1
pursuant,1
chapter,1
adventure.,1
83,1
